L1_S24_F1844,L1_S24_F1846,Response
0.1,-0.258,0
-0.011000000000000001,-0.124,0
-0.32299999999999995,-0.016,0
0.09,-0.13,0
-0.142,0.155,0
-0.165,-0.06,0
0.23,0.067,0
-0.22699999999999998,0.185,0
0.094,-0.13699999999999998,0
0.295,-0.19,0
0.301,-0.22899999999999998,0
-0.22399999999999998,-0.10300000000000001,0
0.261,-0.182,0
-0.124,-0.064,0
0.039,0.122,0
0.142,0.09,0
0.207,-0.161,0
0.023,0.11599999999999999,0
-0.242,-0.038,0
-0.17600000000000002,0.187,0
0.063,-0.111,0
0.192,-0.159,0
-0.295,-0.059000000000000004,0
0.14400000000000002,-0.133,1
0.14400000000000002,-0.133,0
-0.017,0.15,0
0.01,-0.1,0
0.217,-0.168,0
-0.122,0.157,0
0.107,-0.129,0
0.107,-0.129,0
-0.14,-0.11,0
-0.191,-0.073,0
0.306,0.021,0
-0.086,-0.094,0
0.251,-0.16399999999999998,0
-0.113,0.139,0
0.09,-0.133,0
-0.165,-0.031,0
-0.07200000000000001,0.168,0
-0.07200000000000001,-0.054000000000000006,0
0.179,-0.174,0
0.312,-0.18600000000000003,0
0.20800000000000002,-0.166,0
-0.044000000000000004,-0.096,0
-0.22899999999999998,-0.047,0
-0.107,-0.18,0
-0.107,-0.18,0
-0.253,-0.001,0
0.342,-0.006999999999999999,0
-0.316,-0.028999999999999998,0
0.051,0.114,0
-0.35700000000000004,0.23600000000000002,0
-0.151,0.139,0
-0.098,0.14300000000000002,0
-0.021,-0.102,0
-0.03,0.09699999999999999,0
-0.10099999999999999,-0.147,0
-0.025,0.11,0
-0.025,0.11,0
-0.147,-0.064,0
-0.083,-0.14800000000000002,0
0.07,-0.106,0
-0.028999999999999998,0.129,0
-0.32799999999999996,0.19699999999999998,0
0.305,-0.195,0
0.057,0.098,0
0.20600000000000002,-0.16699999999999998,0
0.006,0.111,0
-0.017,-0.09300000000000001,0
-0.057999999999999996,0.087,0
-0.006,0.126,0
0.166,0.07,0
-0.025,0.147,0
-0.27699999999999997,-0.053,0
-0.076,0.153,0
-0.099,0.142,0
0.017,-0.099,0
-0.054000000000000006,-0.073,0
-0.139,0.16399999999999998,0
-0.135,0.177,0
-0.252,0.128,0
0.158,0.08900000000000001,0
0.067,0.068,0
-0.018000000000000002,-0.128,0
-0.052000000000000005,-0.052000000000000005,0
-0.214,0.152,0
-0.138,0.149,0
-0.23600000000000002,-0.040999999999999995,0
0.075,-0.10400000000000001,0
0.16399999999999998,-0.171,0
0.27699999999999997,0.052000000000000005,0
0.27699999999999997,0.052000000000000005,0
0.073,-0.125,0
-0.33799999999999997,0.21899999999999997,0
-0.166,-0.039,0
-0.026000000000000002,-0.09300000000000001,0
0.252,0.036000000000000004,0
0.215,0.055,0
-0.275,-0.027000000000000003,0
0.113,-0.151,0
-0.22699999999999998,-0.054000000000000006,0
-0.217,-0.11199999999999999,0
-0.326,0.21,0
0.315,-0.204,0
-0.331,0.19,0
-0.23399999999999999,-0.10400000000000001,0
0.004,-0.157,0
-0.11599999999999999,-0.139,0
0.15,-0.12300000000000001,0
0.409,-0.008,0
0.307,0.023,0
0.095,0.091,0
0.141,-0.131,0
-0.11800000000000001,-0.057999999999999996,0
0.015,-0.09699999999999999,0
0.032,0.126,0
0.102,-0.168,0
-0.128,0.175,0
-0.073,0.16899999999999998,0
0.057,-0.11,0
-0.049,-0.182,0
0.205,-0.18600000000000003,0
-0.026000000000000002,-0.147,0
-0.06,0.166,0
0.023,-0.08,0
0.231,-0.19,0
0.064,-0.131,0
-0.141,-0.138,0
-0.33399999999999996,0.205,0
-0.077,-0.07400000000000001,0
0.35200000000000004,0.013999999999999999,0
-0.10400000000000001,0.146,0
0.228,-0.161,0
0.228,-0.161,0
0.228,-0.161,0
0.228,-0.161,0
-0.017,0.106,0
0.17600000000000002,0.059000000000000004,0
0.184,-0.158,0
-0.253,0.13,0
0.122,0.11800000000000001,0
-0.191,0.17600000000000002,0
-0.069,-0.094,0
0.209,-0.155,0
0.217,-0.155,0
0.03,-0.156,0
-0.23199999999999998,0.16,0
0.098,-0.12,0
0.235,-0.14800000000000002,0
-0.076,-0.10300000000000001,0
0.313,0.052000000000000005,0
-0.26,0.187,0
-0.19899999999999998,0.19699999999999998,0
0.14400000000000002,0.07200000000000001,0
0.168,-0.135,0
0.222,-0.156,0
0.032,-0.11900000000000001,0
-0.267,0.223,0
-0.267,0.223,0
0.047,0.09300000000000001,0
0.28,-0.183,0
-0.127,-0.127,0
0.191,0.12300000000000001,0
-0.113,0.141,0
-0.069,-0.10300000000000001,0
-0.27399999999999997,0.171,0
-0.342,0.17800000000000002,0
-0.183,0.201,0
0.081,-0.11199999999999999,0
0.086,0.099,0
0.111,-0.172,0
0.111,-0.172,0
0.111,-0.172,0
-0.14800000000000002,0.154,0
0.01,0.14400000000000002,0
-0.162,0.195,0
-0.040999999999999995,-0.084,0
0.287,0.043,0
-0.145,0.198,0
0.196,0.09,0
-0.18,-0.047,0
-0.24600000000000002,0.20800000000000002,0
0.071,0.125,0
0.08900000000000001,0.079,0
0.10099999999999999,-0.115,0
0.155,-0.18100000000000002,0
-0.055999999999999994,-0.102,0
0.16,0.11900000000000001,0
0.10800000000000001,-0.297,0
-0.022000000000000002,0.16399999999999998,0
-0.025,0.157,0
0.16899999999999998,-0.16699999999999998,0
-0.21899999999999997,-0.094,0
-0.19899999999999998,-0.045,0
-0.145,-0.045,0
-0.068,-0.121,0
0.054000000000000006,-0.1,0
-0.248,0.149,0
0.212,0.076,0
0.163,0.06,0
-0.294,-0.077,0
-0.172,0.133,0
-0.22399999999999998,-0.121,0
-0.040999999999999995,-0.121,0
0.063,-0.127,0
0.042,0.136,0
0.21100000000000002,-0.14800000000000002,0
-0.10800000000000001,-0.091,0
0.095,-0.131,0
-0.32299999999999995,0.19399999999999998,0
0.023,0.147,0
0.006,0.12300000000000001,0
-0.025,0.14400000000000002,0
0.17800000000000002,0.11800000000000001,0
0.036000000000000004,-0.107,0
0.051,0.091,0
0.08800000000000001,0.109,0
0.14800000000000002,-0.14800000000000002,0
0.075,0.084,0
0.4,-0.01,0
-0.066,0.13699999999999998,0
-0.063,0.124,0
-0.154,-0.048,0
0.452,-0.013000000000000001,0
0.039,-0.134,0
0.004,-0.1,0
-0.29100000000000004,-0.07200000000000001,1
-0.29100000000000004,-0.07200000000000001,0
0.301,-0.204,0
-0.21100000000000002,0.131,0
-0.091,-0.127,0
0.198,-0.26,0
-0.078,0.131,0
-0.003,0.156,0
-0.095,0.18100000000000002,0
0.213,-0.185,0
0.036000000000000004,0.11699999999999999,0
0.005,-0.1,0
-0.127,0.154,0
0.034,-0.1,0
0.025,-0.133,0
-0.12,-0.067,0
-0.242,0.16399999999999998,1
-0.105,0.172,0
0.22699999999999998,0.061,0
-0.20600000000000002,0.146,0
-0.28,-0.129,0
-0.318,0.20600000000000002,0
-0.073,-0.096,0
0.23199999999999998,-0.225,0
-0.16399999999999998,0.136,0
-0.16699999999999998,0.17800000000000002,0
0.331,-0.195,0
-0.255,-0.012,0
-0.21899999999999997,-0.031,0
0.35100000000000003,0.047,0
0.27699999999999997,-0.17300000000000001,0
-0.185,0.187,0
0.032,0.149,0
-0.29,0.18899999999999997,0
0.359,-0.222,0
0.156,-0.16399999999999998,0
-0.042,-0.09699999999999999,0
-0.166,0.14300000000000002,0
0.316,-0.196,0
-0.14800000000000002,0.183,0
0.07200000000000001,-0.09699999999999999,0
0.152,-0.138,0
-0.04,0.175,0
-0.11,0.121,0
0.23,0.046,0
-0.315,0.184,0
0.11800000000000001,-0.141,0
-0.115,0.134,0
0.006999999999999999,-0.096,0
0.27899999999999997,-0.21,0
-0.17300000000000001,-0.059000000000000004,0
-0.06,-0.076,0
0.142,-0.18600000000000003,0
-0.19699999999999998,0.17,0
0.062,-0.087,0
0.034,0.09699999999999999,0
0.018000000000000002,0.141,0
-0.31,0.185,0
0.055999999999999994,-0.24,0
0.131,-0.106,0
-0.385,0.249,0
-0.1,0.13,0
-0.255,-0.13699999999999998,0
-0.142,0.145,0
0.09699999999999999,-0.133,0
-0.016,0.135,0
-0.271,0.209,0
-0.192,-0.044000000000000004,0
0.141,-0.154,0
0.009000000000000001,-0.096,0
0.009000000000000001,-0.096,0
-0.11699999999999999,-0.12,0
-0.045,-0.106,0
-0.313,0.218,0
0.145,-0.203,0
0.047,0.11599999999999999,0
0.071,0.10099999999999999,0
0.061,0.11599999999999999,0
-0.215,-0.054000000000000006,0
0.152,-0.132,0
0.226,-0.165,0
-0.36,0.265,0
-0.247,0.20199999999999999,0
0.342,-0.201,0
-0.09,0.152,0
-0.003,-0.107,0
-0.215,0.17300000000000001,0
0.22399999999999998,0.09699999999999999,0
0.096,-0.13,0
-0.022000000000000002,-0.12300000000000001,0
0.292,0.013000000000000001,0
0.38,-0.222,0
-0.10400000000000001,-0.073,0
-0.055,-0.08800000000000001,0
0.215,-0.191,0
-0.33899999999999997,0.002,0
-0.171,0.16699999999999998,0
-0.16699999999999998,0.124,0
0.151,0.111,0
0.205,0.102,0
0.12300000000000001,0.063,0
0.309,0.047,0
-0.14800000000000002,0.154,0
-0.157,0.168,0
-0.314,0.177,0
-0.139,0.141,0
-0.063,0.145,0
0.13,-0.135,0
0.028999999999999998,0.133,0
0.215,-0.172,0
0.177,0.06,0
-0.147,0.13,0
0.18600000000000003,0.069,0
-0.114,-0.047,0
0.073,-0.11,0
-0.036000000000000004,-0.139,0
-0.046,-0.121,0
0.12300000000000001,-0.122,0
-0.258,0.19699999999999998,0
-0.31,0.162,0
-0.032,0.134,0
-0.048,-0.081,0
-0.248,0.183,0
0.28,0.052000000000000005,0
0.077,0.135,0
0.037000000000000005,-0.099,0
-0.10099999999999999,0.159,0
-0.006999999999999999,-0.11900000000000001,0
0.08199999999999999,0.065,0
-0.187,-0.126,0
0.23399999999999999,0.038,0
0.141,-0.145,0
0.21,0.009000000000000001,0
-0.002,-0.14400000000000002,0
0.373,-0.215,0
0.0,0.13,0
-0.105,-0.106,1
0.21,-0.159,0
-0.027000000000000003,-0.12300000000000001,0
0.037000000000000005,0.10800000000000001,0
0.15,-0.11199999999999999,0
-0.011000000000000001,-0.109,0
0.11599999999999999,-0.17800000000000002,0
0.159,0.11599999999999999,0
-0.145,0.14400000000000002,0
-0.145,0.14400000000000002,0
0.237,-0.184,0
0.16899999999999998,0.08900000000000001,0
0.35,-0.19899999999999998,0
0.01,-0.08199999999999999,0
0.102,0.11199999999999999,0
0.043,0.129,0
-0.292,-0.313,1
-0.292,-0.313,0
0.114,-0.10099999999999999,0
0.185,0.083,0
0.129,-0.128,0
0.087,0.095,0
-0.258,-0.077,0
0.077,0.134,0
0.163,0.124,0
0.191,0.048,0
0.166,-0.183,0
-0.155,0.129,0
-0.292,-0.11900000000000001,0
-0.11199999999999999,-0.09300000000000001,0
0.264,0.033,0
-0.231,-0.114,0
-0.08800000000000001,-0.096,0
0.038,0.14400000000000002,0
0.052000000000000005,-0.14400000000000002,0
0.36200000000000004,-0.217,0
0.218,-0.18100000000000002,0
0.11599999999999999,-0.154,0
0.193,-0.16399999999999998,0
0.225,-0.161,0
0.069,-0.11900000000000001,0
-0.265,-0.244,1
0.12300000000000001,-0.13,0
0.126,-0.138,0
0.094,-0.2,0
0.389,-0.221,0
-0.021,0.11199999999999999,0
0.03,0.149,0
-0.16,0.17600000000000002,0
0.106,0.076,0
0.011000000000000001,-0.099,0
0.32899999999999996,-0.221,0
-0.023,0.146,0
0.129,0.12,0
0.055999999999999994,-0.11900000000000001,0
-0.298,0.151,0
0.036000000000000004,-0.136,0
0.413,0.003,0
-0.092,-0.078,0
0.134,0.071,0
0.134,0.071,0
0.245,-0.185,0
0.32899999999999996,-0.22899999999999998,0
-0.06,0.127,0
-0.185,0.183,0
-0.191,0.151,0
-0.36200000000000004,0.017,0
-0.17,-0.048,0
-0.218,0.195,0
-0.05,0.07400000000000001,0
0.184,0.105,0
-0.08,-0.163,0
-0.08900000000000001,-0.076,0
0.239,-0.196,0
0.08199999999999999,0.122,0
0.21100000000000002,0.059000000000000004,0
0.174,-0.245,0
0.336,-0.21,0
-0.353,0.009000000000000001,0
-0.064,-0.08800000000000001,0
-0.083,-0.131,0
-0.18,-0.071,0
0.354,0.047,0
-0.303,0.209,0
-0.19699999999999998,-0.057999999999999996,0
-0.32,-0.019,0
0.21899999999999997,-0.16899999999999998,0
0.15,-0.14800000000000002,0
0.27,0.092,0
0.016,0.146,0
0.027999999999999997,-0.111,0
0.114,-0.11599999999999999,0
-0.28300000000000003,-0.013999999999999999,0
0.295,-0.192,0
-0.063,-0.08,0
0.174,-0.185,0
0.21,0.046,0
0.298,-0.187,0
-0.314,-0.002,0
0.317,0.052000000000000005,0
0.243,-0.172,0
0.115,-0.121,0
0.094,-0.142,0
0.17,0.09300000000000001,0
0.02,-0.098,0
-0.11599999999999999,0.157,0
0.138,0.113,0
-0.141,-0.079,0
0.053,-0.11900000000000001,0
0.071,-0.11,0
-0.25,0.192,0
0.21899999999999997,-0.15,0
0.41200000000000003,-0.23600000000000002,0
0.298,0.006999999999999999,0
-0.099,-0.052000000000000005,0
-0.165,0.209,0
-0.07400000000000001,-0.077,0
-0.204,0.191,0
-0.303,0.18899999999999997,0
0.221,0.087,0
-0.076,-0.081,0
-0.325,0.195,0
0.22699999999999998,-0.19899999999999998,0
-0.23199999999999998,0.171,0
0.037000000000000005,-0.122,0
0.20800000000000002,0.068,0
0.221,0.062,0
0.307,0.017,0
-0.326,0.149,0
-0.326,0.149,0
0.153,-0.135,0
-0.128,-0.077,0
0.214,0.08900000000000001,0
-0.36700000000000005,0.21899999999999997,0
0.027999999999999997,-0.07400000000000001,0
-0.01,-0.08800000000000001,0
-0.22899999999999998,0.19399999999999998,0
-0.24,0.17300000000000001,0
-0.025,-0.113,0
-0.133,-0.054000000000000006,0
0.127,0.076,0
0.26899999999999996,0.06,0
-0.32899999999999996,0.161,0
0.24100000000000002,0.073,0
-0.076,0.141,0
0.05,0.09300000000000001,0
-0.17,0.17300000000000001,0
0.040999999999999995,0.135,0
-0.127,0.11900000000000001,0
0.319,-0.006,0
-0.111,-0.086,0
-0.129,0.174,0
0.267,0.04,0
0.17300000000000001,-0.155,0
-0.003,0.14300000000000002,0
-0.168,-0.037000000000000005,0
-0.17300000000000001,-0.054000000000000006,0
-0.272,0.001,0
-0.21100000000000002,-0.078,0
0.166,0.057,0
0.174,-0.151,0
-0.067,-0.07,0
-0.036000000000000004,0.131,0
-0.149,0.157,0
-0.132,-0.069,0
0.071,0.131,0
-0.049,-0.111,0
0.005,0.149,0
0.084,0.09699999999999999,0
-0.11699999999999999,0.129,0
0.21899999999999997,-0.162,0
0.124,-0.16,0
-0.092,0.17600000000000002,0
-0.242,0.18600000000000003,0
-0.16,-0.064,0
-0.045,-0.157,0
-0.21899999999999997,0.16399999999999998,0
0.087,0.128,0
0.077,0.1,0
-0.105,0.113,0
0.035,-0.111,0
-0.045,0.166,0
0.141,-0.139,0
0.141,-0.139,0
-0.179,-0.054000000000000006,0
-0.317,-0.095,0
0.139,-0.14400000000000002,0
0.233,0.044000000000000004,0
0.17,-0.157,0
-0.03,0.11599999999999999,0
0.18899999999999997,0.036000000000000004,0
-0.047,-0.075,0
0.215,0.11,0
0.115,-0.131,0
-0.07,-0.20600000000000002,0
0.23199999999999998,-0.259,0
0.218,-0.16899999999999998,0
0.062,0.132,0
-0.024,-0.139,0
-0.17800000000000002,0.21600000000000003,0
-0.057999999999999996,-0.08199999999999999,0
0.20199999999999999,0.073,0
0.07400000000000001,-0.127,0
0.076,-0.146,0
-0.14400000000000002,0.166,0
0.311,0.042,0
-0.14300000000000002,0.172,0
0.025,0.15,0
0.364,-0.005,0
0.022000000000000002,0.15,0
-0.022000000000000002,0.115,0
-0.081,0.156,0
0.302,-0.182,0
-0.12,-0.076,0
-0.217,-0.055,0
0.262,-0.174,0
0.067,-0.135,0
0.017,0.14400000000000002,0
0.273,-0.182,0
0.247,0.06,0
-0.18,-0.08,0
0.085,-0.11,0
-0.315,-0.01,0
0.266,0.040999999999999995,0
-0.102,0.196,0
-0.32,0.201,0
-0.126,-0.084,0
0.091,-0.151,0
-0.20800000000000002,0.145,0
-0.18899999999999997,-0.073,0
0.084,0.091,0
-0.048,0.16399999999999998,0
-0.048,0.16399999999999998,0
0.024,0.11699999999999999,0
0.179,0.08800000000000001,0
-0.302,0.006,0
-0.085,-0.086,0
-0.125,0.165,0
0.043,-0.105,0
-0.06,-0.109,0
-0.094,0.10400000000000001,0
-0.358,0.23600000000000002,0
-0.111,-0.08,0
0.16899999999999998,0.08,0
0.331,-0.193,0
0.331,-0.193,0
0.217,0.055999999999999994,0
-0.205,0.115,0
-0.109,-0.078,0
0.11,-0.134,0
-0.373,0.243,0
0.252,-0.205,0
-0.07400000000000001,-0.08199999999999999,0
-0.11800000000000001,-0.064,0
-0.21600000000000003,-0.057,0
0.08199999999999999,-0.149,0
-0.096,0.179,0
-0.314,-0.14300000000000002,0
0.245,0.040999999999999995,0
0.245,0.040999999999999995,0
-0.04,0.121,0
-0.09,0.179,0
-0.147,0.109,0
-0.322,0.237,0
0.019,-0.158,0
-0.35200000000000004,-0.055999999999999994,0
-0.047,-0.092,0
0.115,-0.124,0
-0.19699999999999998,-0.084,0
-0.032,0.11900000000000001,0
-0.021,0.122,0
0.20600000000000002,-0.142,0
0.126,0.09,0
0.086,0.124,0
-0.09,-0.081,0
0.09300000000000001,-0.135,0
0.266,-0.175,0
0.129,-0.125,0
0.046,0.094,0
-0.018000000000000002,0.154,0
0.243,-0.222,0
0.02,0.1,0
-0.361,-0.003,0
-0.332,0.222,0
-0.285,-0.021,0
-0.257,0.212,0
0.166,0.069,0
-0.171,0.001,0
-0.14300000000000002,0.159,0
0.203,-0.16399999999999998,0
-0.34,0.214,0
-0.319,-0.131,0
-0.239,-0.011000000000000001,0
0.297,0.055,0
0.198,0.075,0
0.084,-0.113,0
0.311,-0.191,0
0.276,-0.2,0
-0.345,0.02,0
0.35600000000000004,0.028999999999999998,0
0.233,-0.19,0
0.363,0.015,0
-0.171,0.155,0
-0.102,-0.08,0
-0.311,0.02,0
-0.036000000000000004,0.18100000000000002,0
-0.18,0.157,0
-0.34,0.239,0
-0.35,0.015,0
-0.154,-0.091,0
-0.136,-0.061,0
-0.36700000000000005,-0.025,0
-0.098,0.161,0
0.28800000000000003,0.045,0
0.036000000000000004,-0.111,0
-0.174,0.153,0
-0.08900000000000001,0.126,0
-0.29600000000000004,-0.023,0
0.14300000000000002,0.068,0
-0.045,-0.057999999999999996,0
0.03,0.146,0
-0.161,-0.10099999999999999,0
0.256,-0.182,0
-0.185,0.15,0
0.105,-0.155,0
0.078,0.10099999999999999,0
0.163,0.061,0
0.19699999999999998,-0.212,0
0.022000000000000002,0.091,0
-0.06,0.15,0
0.095,0.106,0
0.106,0.098,0
-0.059000000000000004,-0.071,0
0.415,0.0,0
-0.067,0.188,0
-0.311,-0.003,0
-0.21899999999999997,-0.046,0
-0.005,-0.11,0
-0.342,0.207,0
0.184,-0.152,0
0.10300000000000001,-0.14800000000000002,0
0.006,0.122,0
0.006999999999999999,0.107,0
-0.061,-0.10300000000000001,0
0.304,0.051,0
-0.156,0.165,0
-0.33799999999999997,0.027000000000000003,0
-0.061,-0.087,0
-0.10800000000000001,-0.153,0
-0.10800000000000001,-0.153,0
0.094,0.11,0
0.043,-0.125,0
-0.264,0.17600000000000002,0
0.19899999999999998,0.073,0
-0.135,0.145,0
-0.17800000000000002,-0.136,0
0.005,0.11,0
-0.053,0.154,0
-0.17,0.161,0
0.001,0.11599999999999999,0
0.055999999999999994,0.09300000000000001,0
-0.040999999999999995,0.163,0
-0.06,-0.15,0
-0.33299999999999996,-0.003,0
0.14400000000000002,-0.131,0
-0.183,0.159,0
0.331,-0.257,0
0.032,0.086,0
0.44799999999999995,-0.237,0
0.297,-0.191,0
